"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:2000395"	1.00000000000563	0.759159588657519	0	2	"regulation of ubiquitin-dependent endocytosis"	"BP"
"GO:2000397"	1.00000000000563	0.759159588657519	0	2	"positive regulation of ubiquitin-dependent endocytosis"	"BP"
"GO:0043874"	1.00000000000567	0.874551860899172	0	1	"acireductone synthase activity"	"MF"
"GO:0006948"	1.0000000000057	0.869384594879961	0	1	"induction by virus of host cell-cell fusion"	"BP"
"GO:0048203"	1.00000000000582	0.757614208821518	0	2	"vesicle targeting, trans-Golgi to endosome"	"BP"
"GO:0007352"	1.00000000000593	0.755845746337924	0	2	"zygotic specification of dorsal/ventral axis"	"BP"
"GO:0002032"	1.00000000000595	0.765037632064043	0	2	"desensitization of G-protein coupled receptor protein signaling pathway by arrestin"	"BP"
"GO:0015018"	1.00000000000603	0.759852847124953	0	2	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity"	"MF"
"GO:0001807"	1.00000000000607	0.755890814480222	0	2	"regulation of type IV hypersensitivity"	"BP"
"GO:0001808"	1.00000000000607	0.755890814480222	0	2	"negative regulation of type IV hypersensitivity"	"BP"
"GO:0034758"	1.00000000000607	0.791041184826761	0	2	"positive regulation of iron ion transport"	"BP"
"GO:1900390"	1.00000000000607	0.791041184826761	0	2	"regulation of iron ion import"	"BP"
"GO:1903989"	1.00000000000607	0.791041184826761	0	2	"regulation of ferrous iron import into cell"	"BP"
"GO:1903991"	1.00000000000607	0.791041184826761	0	2	"positive regulation of ferrous iron import into cell"	"BP"
"GO:1904432"	1.00000000000607	0.791041184826761	0	2	"regulation of ferrous iron binding"	"BP"
"GO:1904434"	1.00000000000607	0.791041184826761	0	2	"positive regulation of ferrous iron binding"	"BP"
"GO:1904435"	1.00000000000607	0.791041184826761	0	2	"regulation of transferrin receptor binding"	"BP"
"GO:1904437"	1.00000000000607	0.791041184826761	0	2	"positive regulation of transferrin receptor binding"	"BP"
"GO:0008853"	1.00000000000612	0.76309533897696	0	2	"exodeoxyribonuclease III activity"	"MF"
"GO:0003166"	1.00000000000618	0.76348793502432	0	2	"bundle of His development"	"BP"
"GO:0048865"	1.00000000000623	0.757769325471769	0	2	"stem cell fate commitment"	"BP"
"GO:0048866"	1.00000000000623	0.757769325471769	0	2	"stem cell fate specification"	"BP"
"GO:0035698"	1.00000000000624	0.759682640839602	0	2	"CD8-positive, alpha-beta cytotoxic T cell extravasation"	"BP"
"GO:2000452"	1.00000000000624	0.759682640839602	0	2	"regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation"	"BP"
"GO:0014739"	1.00000000000627	0.894277983782753	0	1	"positive regulation of muscle hyperplasia"	"BP"
"GO:0008653"	1.00000000000629	0.870030919192682	0	1	"lipopolysaccharide metabolic process"	"BP"
"GO:0050528"	1.00000000000629	0.870030919192682	0	1	"acyloxyacyl hydrolase activity"	"MF"
"GO:0016730"	1.00000000000637	0.888249366262885	0	1	"oxidoreductase activity, acting on iron-sulfur proteins as donors"	"MF"
"GO:0032441"	1.00000000000637	0.888249366262885	0	1	"pheophorbide a oxygenase activity"	"MF"
"GO:0052806"	1.00000000000637	0.888249366262885	0	1	"sulfite reductase (coenzyme F420) activity"	"MF"
"GO:0052807"	1.00000000000637	0.888249366262885	0	1	"aflatoxin reductase (coenzyme F420) activity"	"MF"
"GO:0004047"	1.00000000000638	0.77141275314672	0	2	"aminomethyltransferase activity"	"MF"
"GO:0048022"	1.00000000000641	0.757252921023806	0	2	"negative regulation of melanin biosynthetic process"	"BP"
"GO:1900377"	1.00000000000641	0.757252921023806	0	2	"negative regulation of secondary metabolite biosynthetic process"	"BP"
"GO:0004821"	1.00000000000651	0.756528768476763	0	2	"histidine-tRNA ligase activity"	"MF"
"GO:0006427"	1.00000000000651	0.756528768476763	0	2	"histidyl-tRNA aminoacylation"	"BP"
"GO:0046403"	1.00000000000659	0.757674295494881	0	2	"polynucleotide 3'-phosphatase activity"	"MF"
"GO:0098506"	1.00000000000659	0.757674295494881	0	2	"polynucleotide 3' dephosphorylation"	"BP"
"GO:0036017"	1.00000000000661	0.75633648387636	0	2	"response to erythropoietin"	"BP"
"GO:0036018"	1.00000000000661	0.75633648387636	0	2	"cellular response to erythropoietin"	"BP"
"GO:0038162"	1.00000000000661	0.75633648387636	0	2	"erythropoietin-mediated signaling pathway"	"BP"
"GO:0010961"	1.00000000000671	0.755810602314174	0	2	"cellular magnesium ion homeostasis"	"BP"
"GO:0016340"	1.00000000000671	0.755810602314174	0	2	"calcium-dependent cell-matrix adhesion"	"BP"
"GO:0021520"	1.00000000000671	0.755810602314174	0	2	"spinal cord motor neuron cell fate specification"	"BP"
"GO:0021775"	1.00000000000671	0.755810602314174	0	2	"smoothened signaling pathway involved in ventral spinal cord interneuron specification"	"BP"
"GO:0021776"	1.00000000000671	0.755810602314174	0	2	"smoothened signaling pathway involved in spinal cord motor neuron cell fate specification"	"BP"
"GO:0021798"	1.00000000000671	0.755810602314174	0	2	"forebrain dorsal/ventral pattern formation"	"BP"
"GO:0031862"	1.00000000000671	0.755810602314174	0	2	"prostanoid receptor binding"	"MF"
"GO:0043201"	1.00000000000671	0.755810602314174	0	2	"response to leucine"	"BP"
"GO:0060594"	1.00000000000671	0.755810602314174	0	2	"mammary gland specification"	"BP"
"GO:0071233"	1.00000000000671	0.755810602314174	0	2	"cellular response to leucine"	"BP"
"GO:0090164"	1.00000000000671	0.755810602314174	0	2	"asymmetric Golgi ribbon formation"	"BP"
"GO:0007161"	1.00000000000671	0.755810602314168	0	2	"calcium-independent cell-matrix adhesion"	"BP"
"GO:0009786"	1.00000000000671	0.755810602314168	0	2	"regulation of asymmetric cell division"	"BP"
"GO:0010847"	1.00000000000671	0.755810602314168	0	2	"regulation of chromatin assembly"	"BP"
"GO:0014055"	1.00000000000671	0.755810602314168	0	2	"acetylcholine secretion, neurotransmission"	"BP"
"GO:0014056"	1.00000000000671	0.755810602314168	0	2	"regulation of acetylcholine secretion, neurotransmission"	"BP"
"GO:0021997"	1.00000000000671	0.755810602314168	0	2	"neural plate axis specification"	"BP"
"GO:0031022"	1.00000000000671	0.755810602314168	0	2	"nuclear migration along microfilament"	"BP"
"GO:0031798"	1.00000000000671	0.755810602314168	0	2	"type 1 metabotropic glutamate receptor binding"	"MF"
"GO:0032240"	1.00000000000671	0.755810602314168	0	2	"negative regulation of nucleobase-containing compound transport"	"BP"
"GO:0045799"	1.00000000000671	0.755810602314168	0	2	"positive regulation of chromatin assembly or disassembly"	"BP"
"GO:0046832"	1.00000000000671	0.755810602314168	0	2	"negative regulation of RNA export from nucleus"	"BP"
"GO:0050957"	1.00000000000671	0.755810602314168	0	2	"equilibrioception"	"BP"
"GO:0051661"	1.00000000000671	0.755810602314168	0	2	"maintenance of centrosome location"	"BP"
"GO:0060708"	1.00000000000671	0.755810602314168	0	2	"spongiotrophoblast differentiation"	"BP"
"GO:0061526"	1.00000000000671	0.755810602314168	0	2	"acetylcholine secretion"	"BP"
"GO:0070840"	1.00000000000671	0.755810602314168	0	2	"dynein complex binding"	"MF"
"GO:0071288"	1.00000000000671	0.755810602314168	0	2	"cellular response to mercury ion"	"BP"
"GO:0072368"	1.00000000000671	0.755810602314168	0	2	"regulation of lipid transport by negative regulation of transcription from RNA polymerase II promoter"	"BP"
"GO:0090074"	1.00000000000671	0.755810602314168	0	2	"negative regulation of protein homodimerization activity"	"BP"
"GO:0090240"	1.00000000000671	0.755810602314168	0	2	"positive regulation of histone H4 acetylation"	"BP"
"GO:0097681"	1.00000000000671	0.755810602314168	0	2	"double-strand break repair via alternative nonhomologous end joining"	"BP"
"GO:1990403"	1.00000000000671	0.755810602314168	0	2	"embryonic brain development"	"BP"
"GO:2000042"	1.00000000000671	0.755810602314168	0	2	"negative regulation of double-strand break repair via homologous recombination"	"BP"
"GO:0048200"	1.00000000000672	0.768102247667821	0	2	"Golgi transport vesicle coating"	"BP"
"GO:0048205"	1.00000000000672	0.768102247667821	0	2	"COPI coating of Golgi vesicle"	"BP"
"GO:0021577"	1.00000000000673	0.768070288307138	0	2	"hindbrain structural organization"	"BP"
"GO:0021589"	1.00000000000673	0.768070288307138	0	2	"cerebellum structural organization"	"BP"
"GO:0008493"	1.00000000000675	0.869678384535775	0	1	"tetracycline transporter activity"	"MF"
"GO:0015904"	1.00000000000675	0.869678384535775	0	1	"tetracycline transport"	"BP"
"GO:0072076"	1.00000000000676	0.755961090299959	0	2	"nephrogenic mesenchyme development"	"BP"
"GO:0072134"	1.00000000000676	0.755961090299959	0	2	"nephrogenic mesenchyme morphogenesis"	"BP"
"GO:0072135"	1.00000000000676	0.755961090299959	0	2	"kidney mesenchymal cell proliferation"	"BP"
"GO:0072136"	1.00000000000676	0.755961090299959	0	2	"metanephric mesenchymal cell proliferation involved in metanephros development"	"BP"
"GO:1901421"	1.00000000000679	0.755810707690651	0	2	"positive regulation of response to alcohol"	"BP"
"GO:0070573"	1.00000000000685	0.757701233495426	0	2	"metallodipeptidase activity"	"MF"
"GO:0001515"	1.00000000000689	0.755810602313987	0	2	"opioid peptide activity"	"MF"
"GO:0003162"	1.00000000000689	0.755810602313987	0	2	"atrioventricular node development"	"BP"
"GO:0019858"	1.00000000000689	0.755810602313987	0	2	"cytosine metabolic process"	"BP"
"GO:0021814"	1.00000000000689	0.755810602313987	0	2	"cell motility involved in cerebral cortex radial glia guided migration"	"BP"
"GO:0035261"	1.00000000000689	0.755810602313987	0	2	"external genitalia morphogenesis"	"BP"
"GO:0050916"	1.00000000000689	0.755810602313987	0	2	"sensory perception of sweet taste"	"BP"
"GO:0060591"	1.00000000000689	0.755889673980607	0	2	"chondroblast differentiation"	"BP"
"GO:0061343"	1.00000000000689	0.755810602313987	0	2	"cell adhesion involved in heart morphogenesis"	"BP"
"GO:0061344"	1.00000000000689	0.755810602313987	0	2	"regulation of cell adhesion involved in heart morphogenesis"	"BP"
"GO:1901189"	1.00000000000689	0.755810602313987	0	2	"positive regulation of ephrin receptor signaling pathway"	"BP"
"GO:0030718"	1.0000000000069	0.755810602313981	0	2	"germ-line stem cell population maintenance"	"BP"
"GO:1900825"	1.0000000000069	0.755810602313981	0	2	"regulation of membrane depolarization during cardiac muscle cell action potential"	"BP"
"GO:1902857"	1.0000000000069	0.755810602313981	0	2	"positive regulation of nonmotile primary cilium assembly"	"BP"
"GO:0010070"	1.00000000000708	0.755810602313804	0	2	"zygote asymmetric cell division"	"BP"
"GO:0014038"	1.00000000000708	0.755810602313804	0	2	"regulation of Schwann cell differentiation"	"BP"
"GO:0014040"	1.00000000000708	0.755810602313804	0	2	"positive regulation of Schwann cell differentiation"	"BP"
"GO:0072425"	1.00000000000708	0.755810602313804	0	2	"signal transduction involved in G2 DNA damage checkpoint"	"BP"
"GO:0072434"	1.00000000000708	0.755810602313804	0	2	"signal transduction involved in mitotic G2 DNA damage checkpoint"	"BP"
"GO:0072658"	1.00000000000708	0.755810602313804	0	2	"maintenance of protein location in membrane"	"BP"
"GO:0072660"	1.00000000000708	0.755810602313804	0	2	"maintenance of protein location in plasma membrane"	"BP"
"GO:0014835"	1.00000000000708	0.755810602313801	0	2	"myoblast differentiation involved in skeletal muscle regeneration"	"BP"
"GO:0033183"	1.00000000000708	0.755810602313801	0	2	"negative regulation of histone ubiquitination"	"BP"
"GO:0048752"	1.00000000000708	0.755810602313801	0	2	"semicircular canal morphogenesis"	"BP"
"GO:1901314"	1.00000000000708	0.755810602313801	0	2	"regulation of histone H2A K63-linked ubiquitination"	"BP"
"GO:1901315"	1.00000000000708	0.755810602313801	0	2	"negative regulation of histone H2A K63-linked ubiquitination"	"BP"
"GO:0043060"	1.00000000000708	0.7558106023138	0	2	"meiotic metaphase I plate congression"	"BP"
"GO:0021896"	1.0000000000071	0.766769115233884	0	2	"forebrain astrocyte differentiation"	"BP"
"GO:0021897"	1.0000000000071	0.766769115233884	0	2	"forebrain astrocyte development"	"BP"
"GO:0002121"	1.00000000000715	0.755860276720583	0	2	"inter-male aggressive behavior"	"BP"
"GO:0035034"	1.00000000000715	0.755860276720583	0	2	"histone acetyltransferase regulator activity"	"MF"
"GO:0035616"	1.00000000000715	0.755860276720583	0	2	"histone H2B conserved C-terminal lysine deubiquitination"	"BP"
"GO:1900095"	1.00000000000715	0.755860276720583	0	2	"regulation of dosage compensation by inactivation of X chromosome"	"BP"
"GO:2001029"	1.00000000000715	0.755860276720583	0	2	"regulation of cellular glucuronidation"	"BP"
"GO:0071374"	1.00000000000716	0.755812336227941	0	2	"cellular response to parathyroid hormone stimulus"	"BP"
"GO:0031721"	1.00000000000718	0.82133118538796	0	2	"hemoglobin alpha binding"	"MF"
"GO:0031722"	1.00000000000718	0.82133118538796	0	2	"hemoglobin beta binding"	"MF"
"GO:0033364"	1.00000000000722	0.774005905459666	0	2	"mast cell secretory granule organization"	"BP"
"GO:0000964"	1.00000000000724	0.75629734045753	0	2	"mitochondrial RNA 5'-end processing"	"BP"
"GO:0001147"	1.00000000000727	0.755810602313617	0	2	"transcription termination site sequence-specific DNA binding"	"MF"
"GO:0001160"	1.00000000000727	0.755810602313617	0	2	"transcription termination site DNA binding"	"MF"
"GO:0030226"	1.00000000000727	0.755810602313617	0	2	"apolipoprotein receptor activity"	"MF"
"GO:0034188"	1.00000000000727	0.755810602313617	0	2	"apolipoprotein A-I receptor activity"	"MF"
"GO:0048104"	1.00000000000727	0.755810602313617	0	2	"establishment of body hair or bristle planar orientation"	"BP"
"GO:0048105"	1.00000000000727	0.755810602313617	0	2	"establishment of body hair planar orientation"	"BP"
"GO:0060488"	1.00000000000727	0.755810602313617	0	2	"orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis"	"BP"
"GO:0060489"	1.00000000000727	0.755810602313617	0	2	"planar dichotomous subdivision of terminal units involved in lung branching morphogenesis"	"BP"
"GO:0060490"	1.00000000000727	0.755810602313617	0	2	"lateral sprouting involved in lung morphogenesis"	"BP"
"GO:0035373"	1.00000000000727	0.755810602313611	0	2	"chondroitin sulfate proteoglycan binding"	"MF"
"GO:0004148"	1.00000000000728	0.869675502392273	0	1	"dihydrolipoyl dehydrogenase activity"	"MF"
"GO:0043544"	1.00000000000728	0.869675502392273	0	1	"lipoamide binding"	"MF"
"GO:0051068"	1.00000000000728	0.869675502392273	0	1	"dihydrolipoamide metabolic process"	"BP"
"GO:0001971"	1.00000000000728	0.794135177618879	0	2	"negative regulation of activation of membrane attack complex"	"BP"
"GO:0050062"	1.00000000000738	0.756412132558789	0	2	"long-chain-fatty-acyl-CoA reductase activity"	"MF"
"GO:0080019"	1.00000000000738	0.756412132558789	0	2	"fatty-acyl-CoA reductase (alcohol-forming) activity"	"MF"
"GO:0043843"	1.0000000000074	0.870498368803487	0	1	"ADP-specific glucokinase activity"	"MF"
"GO:0006858"	1.00000000000745	0.869378699218846	0	1	"extracellular transport"	"BP"
"GO:0006860"	1.00000000000745	0.869378699218846	0	1	"extracellular amino acid transport"	"BP"
"GO:0003051"	1.00000000000749	0.757484863362281	0	2	"angiotensin-mediated drinking behavior"	"BP"
"GO:0010536"	1.00000000000749	0.757484863362281	0	2	"positive regulation of activation of Janus kinase activity"	"BP"
"GO:0014873"	1.00000000000749	0.757484863362281	0	2	"response to muscle activity involved in regulation of muscle adaptation"	"BP"
"GO:1900019"	1.00000000000749	0.757484863362281	0	2	"regulation of protein kinase C activity"	"BP"
"GO:1900020"	1.00000000000749	0.757484863362281	0	2	"positive regulation of protein kinase C activity"	"BP"
"GO:0001543"	1.00000000000749	0.75748486336228	0	2	"ovarian follicle rupture"	"BP"
"GO:0004831"	1.00000000000751	0.758396612593781	0	2	"tyrosine-tRNA ligase activity"	"MF"
"GO:0006437"	1.00000000000751	0.758396612593781	0	2	"tyrosyl-tRNA aminoacylation"	"BP"
"GO:0043103"	1.00000000000755	0.763548941021733	0	2	"hypoxanthine salvage"	"BP"
"GO:0009153"	1.00000000000761	0.78341965450222	0	2	"purine deoxyribonucleotide biosynthetic process"	"BP"
"GO:0000994"	1.0000000000077	0.871354842933772	0	1	"RNA polymerase III core binding"	"MF"
"GO:0040040"	1.0000000000077	0.871354842933772	0	1	"thermosensory behavior"	"BP"
"GO:0070217"	1.0000000000077	0.871354842933772	0	1	"transcription factor TFIIIB complex assembly"	"BP"
"GO:0007418"	1.00000000000796	0.75833888082416	0	2	"ventral midline development"	"BP"
"GO:0034769"	1.00000000000804	0.763146440102105	0	2	"basement membrane disassembly"	"BP"
"GO:0070093"	1.0000000000081	0.87113924567133	0	1	"negative regulation of glucagon secretion"	"BP"
"GO:0070142"	1.0000000000081	0.87113924567133	0	1	"synaptic vesicle budding"	"BP"
"GO:0097212"	1.0000000000081	0.87113924567133	0	1	"lysosomal membrane organization"	"BP"
"GO:1902824"	1.0000000000081	0.87113924567133	0	1	"positive regulation of late endosome to lysosome transport"	"BP"
"GO:1903337"	1.0000000000081	0.87113924567133	0	1	"positive regulation of vacuolar transport"	"BP"
"GO:1990583"	1.0000000000081	0.87113924567133	0	1	"phospholipase D activator activity"	"MF"
"GO:0002528"	1.00000000000811	0.787469921580291	0	2	"regulation of vascular permeability involved in acute inflammatory response"	"BP"
"GO:0016254"	1.00000000000812	0.779482861152704	0	2	"preassembly of GPI anchor in ER membrane"	"BP"
"GO:1903722"	1.00000000000821	0.776167953211133	0	2	"regulation of centriole elongation"	"BP"
"GO:0030298"	1.00000000000824	0.912107999993957	0	1	"receptor signaling protein tyrosine kinase activator activity"	"MF"
"GO:0031729"	1.00000000000824	0.912107999993957	0	1	"CCR4 chemokine receptor binding"	"MF"
"GO:0035685"	1.00000000000824	0.912107999993957	0	1	"helper T cell diapedesis"	"BP"
"GO:0035687"	1.00000000000824	0.912107999993957	0	1	"T-helper 1 cell extravasation"	"BP"
"GO:0035688"	1.00000000000824	0.912107999993957	0	1	"T-helper 1 cell diapedesis"	"BP"
"GO:0046817"	1.00000000000824	0.912107999993957	0	1	"chemokine receptor antagonist activity"	"MF"
"GO:1990481"	1.00000000000829	0.764971948018771	0	2	"mRNA pseudouridine synthesis"	"BP"
